STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/5/2019,10.29,,,,0,,0,0,34,45,25,,310,320,,,25.1,36,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/6/2019,8.28,,,,0.05,,0.2,0,41,56,33,,310,290,,,18.1,25.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/7/2019,8.72,,,,0,,0,0,44,57,30,,320,320,,,21.9,31.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/8/2019,10.07,,,,0.28,,3.3,0,32,37,26,,50,40,,,17,23,1,1,,1,,1,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/9/2019,6.93,,,,0.27,,3.1,3.1,28,32,26,,110,110,,,16.1,18.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/10/2019,6.49,,,,0.1,,1.4,7.1,33,37,30,,350,340,,,16.1,19.9,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/11/2019,9.17,,,,0,,0,5.9,38,51,28,,320,320,,,19.9,23.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/12/2019,6.04,,,,0,,0,0,40,54,25,,190,170,,,17,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/13/2019,6.04,,,,0.03,,0,0,48,66,39,,170,170,,,15,18.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/14/2019,5.82,,,,0.16,,0,0,50,61,34,,330,300,,,18.1,23,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/15/2019,6.71,,,,0.82,,0,0,45,53,40,,310,320,,,23,33.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/16/2019,15.43,,,,0,,0,0,42,48,37,,320,330,,,35.1,42.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/17/2019,7.61,,,,0,,0,0,45,57,28,,330,330,,,19.9,29.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/18/2019,9.4,,,,0.09,,0,0,39,53,24,,180,170,,,21.9,29.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/19/2019,9.84,,,,0.03,,0,0,51,65,43,,180,170,,,19.9,25.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/20/2019,8.28,,,,0.87,,0,0,50,59,45,,170,180,,,18.1,23.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/21/2019,9.17,,,,0.09,,0,0,54,58,48,,160,160,,,19.9,28,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/22/2019,7.61,,,,0.12,,0,0,52,58,46,,30,20,,,18.1,23.9,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/23/2019,13.87,,,,0.54,,0,0,46,51,39,,30,40,,,21,29.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/24/2019,5.82,,,,0.07,,0,0,40,44,37,,340,340,,,12.1,14.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/25/2019,7.16,,,,0,,0,0,44,54,36,,360,350,,,17,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/26/2019,11.18,,,,0.07,,0,0,44,51,39,,120,110,,,23.9,31.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/27/2019,12.53,,,,1.58,,0,0,45,55,40,,160,170,,,28,36.9,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/28/2019,9.62,,,,0,,0,0,45,53,34,,320,320,,,19.9,25.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/29/2019,12.3,,,,0,,0,0,43,52,34,,320,300,,,30,42.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",4/30/2019,7.61,,,,0,,0,0,45,56,38,,330,320,,,25.9,32,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/1/2019,7.16,,,,0.17,,0,0,47,60,37,,310,300,,,16.1,21.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/2/2019,6.26,,,,0.1,,0,0,44,52,37,,50,60,,,13,16.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/3/2019,6.71,,,,0.42,,0,0,46,50,41,,190,160,,,15,18.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/4/2019,2.68,,,,0,,0,0,49,61,42,,330,330,,,10.1,13,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/5/2019,5.59,,,,0,,0,0,56,70,40,,180,200,,,16.1,19.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/6/2019,6.04,,,,0,,0,0,56,70,41,,190,190,,,16.1,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/7/2019,7.83,,,,0.21,,0,0,53,65,44,,200,210,,,16.1,23.9,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/8/2019,13.42,,,,0,,0,0,48,58,37,,330,350,,,28,36,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/9/2019,6.93,,,,0,,0,0,48,62,32,,190,190,,,15,19,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/10/2019,7.16,,,,0.84,,0,0,45,47,42,,170,170,,,17,23.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/11/2019,10.96,,,,0,,0,0,51,59,40,,320,330,,,25.9,35.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/12/2019,6.71,,,,0,,0,0,51,64,39,,340,340,,,17,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/13/2019,9.62,,,,0,,0,0,51,61,45,,140,80,,,15,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/14/2019,12.75,,,,0.12,,0,0,44,47,39,,60,70,,,23,29.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/15/2019,10.29,,,,0.03,,0,0,42,47,38,,350,350,,,19.9,23.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/16/2019,6.26,,,,0,,0,0,48,63,35,,340,320,,,18.1,23.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/17/2019,4.25,,,,0.18,,0,0,50,54,40,,170,180,,,13,19.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/18/2019,7.83,,,,0,,0,0,53,63,45,,350,340,,,21.9,36.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/19/2019,4.03,,,,0.33,,0,0,49,52,41,,140,130,,,14.1,17,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/20/2019,4.7,,,,1.1,,0,0,54,70,47,,180,190,,,13,16.1,1,1,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/21/2019,14.09,,,,0,,0,0,57,61,47,,320,320,,,36,42.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/22/2019,11.41,,,,0,,0,0,54,64,41,,330,340,,,25.1,30,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/23/2019,7.16,,,,0.11,,0,0,53,69,41,,170,260,,,19.9,25.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/24/2019,9.62,,,,0.31,,0,0,51,59,43,,10,10,,,21.9,29.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/25/2019,5.37,,,,0.01,,0,0,56,75,38,,190,140,,,19.9,31.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/26/2019,7.38,,,,0.17,,0,0,57,71,49,,180,180,,,14.1,21,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/27/2019,8.28,,,,0,,0,0,60,69,45,,330,220,,,21.9,36,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/28/2019,4.03,,,,0.27,,0,0,49,58,36,,180,150,,,16.1,21.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/29/2019,4.92,,,,0.06,,0,0,48,58,43,,190,80,,,8.9,14.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/30/2019,10.74,,,,0,,0,0,55,65,49,,160,190,,,23.9,36,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/31/2019,6.26,,,,0,,0,0,56,67,42,,320,240,,,21,33.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/1/2019,4.92,,,,0,,0,0,56,69,42,,150,110,,,16.1,23.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/2/2019,7.61,,,,0.01,,0,0,57,64,50,,210,190,,,16.1,28,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/3/2019,7.83,,,,0,,0,0,58,70,47,,320,230,,,21.9,31.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/4/2019,7.38,,,,0,,0,0,55,65,42,,300,290,,,21,25.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/5/2019,7.38,,,,0.01,,0,0,58,73,50,,180,150,,,17,23.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/6/2019,5.14,,,,0.3,,0,0,62,75,54,,30,60,,,14.1,31.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/7/2019,5.14,,,,0.01,,0,0,63,78,44,,190,,,,16.1,,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/8/2019,8.72,,,,0,,0,0,63,73,49,,320,330,,,21.9,32,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/9/2019,6.04,,,,0,,0,0,62,79,42,,180,190,,,14.1,28,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/10/2019,5.59,,,,0,,0,0,67,83,52,,140,140,,,17,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/11/2019,9.17,,,,0.72,,0,0,60,66,53,,310,160,,,23,36.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/12/2019,8.28,,,,0,,0,0,62,76,46,,330,330,,,21,25.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/13/2019,7.61,,,,0.5,,0,0,58,65,48,,100,350,,,19.9,32,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/14/2019,8.28,,,,0,,0,0,60,69,54,,190,120,,,19.9,29.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/15/2019,9.84,,,,0,,0,0,65,78,52,,160,260,,,23,35.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/16/2019,5.82,,,,0,,0,0,67,76,57,,190,190,,,16.1,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/17/2019,7.38,,,,0,,0,0,66,76,51,,330,330,,,19.9,27.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/18/2019,4.47,,,,0,,0,0,63,78,48,,170,120,,,16.1,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/19/2019,8.5,,,,0,,0,0,64,77,54,,160,120,,,18.1,28,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/20/2019,8.28,,,,1.58,,0,0,60,64,57,,140,140,,,15,28,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/21/2019,11.41,,,,0.05,,0,0,62,68,58,,350,360,,,25.1,31.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/22/2019,10.51,,,,0.02,,0,0,66,77,54,,330,340,,,25.1,36,,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/23/2019,10.51,,,,0.1,,0,0,68,83,55,,10,360,,,32,44.1,,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/24/2019,4.92,,,,0,,0,0,64,77,46,,320,350,,,18.1,30,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/25/2019,6.49,,,,0.28,,0,0,62,77,46,,200,190,,,18.1,23,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/26/2019,6.04,,,,0.15,,0,0,60,65,57,,110,120,,,13,19,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/27/2019,3.13,,,,0.04,,0,0,63,73,58,,310,320,,,14.1,17,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/28/2019,4.92,,,,0,,0,0,69,84,58,,170,170,,,16.1,21,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/29/2019,2.24,,,,0.06,,0,0,67,74,60,,180,130,,,8.1,14.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/30/2019,6.93,,,,1.5,0,0,0,64,67,59,0,340,330,,,17,32,,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/1/2019,9.4,,,,0,,0,0,67,79,57,,10,340,,,21,36.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/2/2019,5.82,,,,0.36,,0,0,69,84,60,,40,340,,,21,27.1,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/3/2019,4.7,,,,0,,0,0,71,85,56,,180,170,,,17,21,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/4/2019,4.25,,,,0,,0,0,74,91,56,,310,270,,,13,17,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/5/2019,6.26,,,,0,,0,0,78,91,63,,170,170,,,17,21,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/6/2019,7.61,,,,1.05,,0,0,75,91,67,,340,340,,,28,35.1,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/7/2019,8.5,,,,0,,0,0,69,79,56,,330,340,,,18.1,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/8/2019,3.8,,,,0,,0,0,69,82,52,,310,290,,,12.1,17,,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/9/2019,6.71,,,,0,,0,0,71,83,58,,250,290,,,15,21,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/10/2019,4.25,,,,0,,0,0,70,83,56,,190,190,,,12.1,14.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/11/2019,8.05,,,,0.02,,0,0,66,75,56,,170,180,,,19.9,25.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/12/2019,4.92,,,,0.77,,0,0,66,72,62,,140,140,,,10.1,14.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/13/2019,7.38,,,,0,,0,0,73,85,65,,180,100,,,14.1,23.9,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/14/2019,7.38,,,,0.04,,0,0,73,82,64,,340,340,,,17,25.1,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/15/2019,10.29,,,,0,,0,0,71,82,56,,310,330,,,23.9,33.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/16/2019,7.38,,,,0,,0,0,73,84,58,,180,180,,,17,29.1,,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/17/2019,5.82,,,,1.13,,0,0,72,81,67,,340,350,,,21,23.9,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/18/2019,4.92,,,,0,,0,0,69,78,55,,20,20,,,14.1,18.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/19/2019,7.83,,,,0,,0,0,68,80,54,,170,180,,,18.1,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/20/2019,6.26,,,,0,,0,0,78,93,64,,180,170,,,15,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/21/2019,6.93,,,,0.78,,0,0,79,89,67,,350,360,,,28,32,1,,1,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/22/2019,4.25,,,,0.01,,0,0,70,78,60,,330,330,,,13,17,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/23/2019,2.24,,,,0.01,,0,0,64,75,59,,330,320,,,10.1,13,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/24/2019,4.47,,,,0,,0,0,69,80,57,,350,350,,,13,14.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/25/2019,2.68,,,,0,,0,0,67,78,54,,20,10,,,10.1,13,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/26/2019,4.92,,,,0,,0,0,70,84,56,,170,160,,,17,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/27/2019,9.17,,,,0,,0,0,72,83,62,,170,170,,,18.1,25.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/28/2019,8.28,,,,0.05,,0,0,69,82,59,,170,180,,,19.9,23.9,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/29/2019,4.25,,,,0,,0,0,75,88,65,,190,200,,,12.1,17,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/30/2019,7.38,,,,0,,0,0,78,90,66,,170,110,,,18.1,25.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/31/2019,5.37,,,,0.24,,0,0,78,89,67,,330,340,,,19.9,23.9,1,1,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/1/2019,6.71,,,,0,,0,0,74,83,58,,340,20,,,15,19.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/2/2019,3.58,,,,0,,0,0,70,85,54,,250,240,,,13,17,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/3/2019,5.82,,,,0,,0,0,71,85,57,,180,190,,,17,21,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/4/2019,8.5,,,,0,,0,0,71,79,56,,340,320,,,16.1,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/5/2019,5.37,,,,0,,0,0,66,80,49,,320,320,,,15,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/6/2019,9.4,,,,0,,0,0,69,81,56,,170,180,,,21.9,27.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/7/2019,8.72,,,,0.49,,0,0,69,78,64,,190,190,,,17,25.1,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/8/2019,9.4,,,,3.11,,0,0,67,68,66,,160,140,,,16.1,19.9,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/9/2019,5.82,,,,0.17,,0,0,70,80,60,,310,310,,,15,19,1,1,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/10/2019,5.82,,,,0.01,,0,0,63,73,56,,320,320,,,21.9,27.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/11/2019,5.59,,,,0,,0,0,63,76,51,,230,230,,,16.1,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/12/2019,5.14,,,,0,,0,0,70,83,58,,240,220,,,15,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/13/2019,5.37,,,,0.07,,0,0,71,82,61,,180,180,,,13,15,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/14/2019,4.92,,,,0,,0,0,68,79,57,,320,350,,,12.1,17,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/15/2019,2.68,,,,0,,0,0,67,79,55,,190,230,,,10.1,13,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/16/2019,5.59,,,,0.23,,0,0,64,75,55,,180,180,,,15,18.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/17/2019,7.61,,,,0,,0,0,64,72,60,,190,180,,,15,25.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/18/2019,3.36,,,,0.62,,0,0,69,77,64,,270,260,,,8.9,13,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/19/2019,5.82,,,,0.15,,0,0,69,80,62,,180,180,,,14.1,18.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/20/2019,5.59,,,,0,,0,0,72,81,63,,320,340,,,13,17,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/21/2019,6.26,,,,0.7,,0,0,67,79,58,,180,200,,,16.1,21,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/22/2019,5.82,,,,0.35,,0,0,72,84,65,,170,190,,,14.1,19,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/23/2019,7.83,,,,0,,0,0,69,77,58,,270,270,,,16.1,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/24/2019,6.93,,,,0,,0,0,62,71,50,,10,10,,,19.9,25.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/25/2019,4.03,,,,0,,0,0,61,75,49,,40,20,,,13,19,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/26/2019,3.58,,,,0,,0,0,60,74,47,,10,30,,,14.1,16.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/27/2019,4.7,,,,0,,0,0,64,79,52,,180,180,,,12.1,14.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/28/2019,6.71,,,,0.16,,0,0,64,74,51,,190,190,,,18.1,21.9,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/29/2019,5.37,,,,1.48,,0,0,65,75,59,,330,20,,,12.1,14.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/30/2019,6.71,,,,0,,0,0,68,79,53,,190,200,,,17,21,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/31/2019,7.16,,,,0,,0,0,65,74,52,,310,310,,,21,25.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/1/2019,4.03,,,,0,,0,0,60,72,47,,190,200,,,14.1,17,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/2/2019,5.14,,,,0.25,,0,0,58,64,52,,170,180,,,12.1,15,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/3/2019,3.8,,,,0,,0,0,63,68,57,,20,10,,,13,14.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/4/2019,10.74,,,,0.24,,0,0,62,70,57,,160,170,,,23.9,33.1,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/5/2019,4.92,,,,0,,0,0,62,72,49,,320,310,,,15,21,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/6/2019,4.03,,,,0,,0,0,58,71,46,,190,200,,,14.1,17,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/7/2019,11.41,,,,0.4,,0,0,55,57,50,,350,340,,,23.9,32,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/8/2019,6.49,,,,0,,0,0,56,67,47,,310,310,,,13,21,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/9/2019,3.36,,,,0,,0,0,56,69,42,,320,290,,,10.1,14.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/10/2019,4.92,,,,0.05,,0,0,56,68,43,,170,170,,,14.1,18.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/11/2019,8.72,,,,0.22,,0,0,66,79,59,,10,10,,,23,27.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/12/2019,8.5,,,,0,,0,0,60,66,49,,350,350,,,18.1,21,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/13/2019,5.14,,,,0,,0,0,54,66,41,,20,30,,,15,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/14/2019,9.62,,,,0.02,,0,0,53,61,42,,180,190,,,19.9,25.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/15/2019,6.04,,,,0.01,,0,0,64,73,52,,350,320,,,16.1,21.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/16/2019,8.5,,,,0,,0,0,58,65,52,,320,320,,,21,25.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/17/2019,10.29,,,,0,,0,0,58,65,48,,20,360,,,18.1,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/18/2019,5.59,,,,0,,0,0,52,62,39,,20,10,,,14.1,19,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/19/2019,2.01,,,,0,,0,0,50,69,33,,310,340,,,8.1,11,1,,,,,,,
